"","race","in_kbp","in_mpv","in_fe","in_wapo","year","sex","state"
"3377","Race unspecified",0,0,1,0,2012,"Male","KY"
"3378","White",0,0,1,0,2012,"Male","CO"
"3379","Asian",0,0,1,0,2012,"Male","CA"
"3380","White",0,0,1,0,2012,"Male","WA"
"3381","Asian",0,0,1,0,2012,"Male","CA"
"3382","White",0,0,1,0,2012,"Male","PA"
"3383","White",0,0,1,0,2012,"Male","IN"
"3384","White",0,0,1,0,2012,"Male","TX"
"3385","White",0,0,1,0,2012,"Male","TX"
"3386","Black",0,0,1,0,2012,"Male","GA"
"3387","Race unspecified",0,0,1,0,2012,"Male","FL"
"3388","Race unspecified",0,0,1,0,2012,"Male","CO"
"3389","Race unspecified",0,0,1,0,2012,"Male","PA"
"3390","Black",0,0,1,0,2012,"Male","TX"
"3391","White",0,0,1,0,2012,"Male","PA"
"3392","Black",0,0,1,0,2012,"Male","TX"
"3393","Black",0,0,1,0,2012,"Male","SC"
"3394","White",0,0,1,0,2012,"Male","FL"
"3395","Black",0,0,1,0,2012,"Male","GA"
"3396","Race unspecified",0,0,1,0,2012,"Male","TX"
"3397","Black",0,0,1,0,2012,"Male","CA"
"3398","Race unspecified",0,0,1,0,2012,"Male","WY"
"3399","White",0,0,1,0,2012,"Male","TN"
"3400","White",0,0,1,0,2012,"Female","TN"
"3401","Hispanic",0,0,1,0,2012,"Male","CA"
"3402","Black",0,0,1,0,2012,"Male","LA"
"3403","Black",0,0,1,0,2012,"Male","CA"
"3404","Black",0,0,1,0,2012,"Male","GA"
"3405","Hispanic",0,0,1,0,2012,"Male","CA"
"3406","Hispanic",0,0,1,0,2012,"Male","AZ"
"3407","Hispanic",0,0,1,0,2012,"Male","CA"
"3408","Black",0,0,1,0,2012,"Male","FL"
"3409","Black",0,0,1,0,2012,"Male","FL"
"3410","Black",0,0,1,0,2012,"Male","PA"
"3411","Black",0,0,1,0,2012,"Female","PA"
"3412","White",0,0,1,0,2012,"Male","MS"
"3413","Hispanic",0,0,1,0,2012,"Male","CA"
"3414","Black",0,0,1,0,2012,"Male","PA"
"3415","Hispanic",0,0,1,0,2012,"Male","TX"
"3416","Hispanic",0,0,1,0,2012,"Male","CA"
"3417","Hispanic",0,0,1,0,2012,"Male","FL"
"3418","Black",0,0,1,0,2012,"Male","LA"
"3419","Black",0,0,1,0,2012,"Male","NY"
"3420","Hispanic",0,0,1,0,2012,"Male","NJ"
"3421","White",0,0,1,0,2012,"Male","PA"
"3422","Hispanic",0,0,1,0,2012,"Female","TX"
"3423","White",0,0,1,0,2012,"Male","CT"
"3424","Race unspecified",0,0,1,0,2012,"Male","MO"
"3425","White",0,0,1,0,2012,"Female","IL"
"3426","Hispanic",0,0,1,0,2012,"Male","KS"
"3427","White",0,0,1,0,2012,"Female","FL"
"3428","Black",0,0,1,0,2012,"Male","KS"
"3429","Black",0,0,1,0,2012,"Male","OH"
"3430","Black",0,0,1,0,2012,"Male","TN"
"3431","Race unspecified",0,0,1,0,2012,"Male","KY"
"3432","Hispanic",0,0,1,0,2012,"Male","CA"
"3433","White",0,0,1,0,2012,"Male","OK"
"3434","White",0,0,1,0,2012,"Male","AR"
"3435","Black",0,0,1,0,2012,"Male","IL"
"3436","White",0,0,1,0,2012,"Male","ID"
"3437","Race unspecified",0,0,1,0,2012,"Male","TN"
"3438","Black",0,0,1,0,2012,"Male","OH"
"3439","Black",0,0,1,0,2012,"Male","PA"
"3440","Black",0,0,1,0,2012,"Male","OK"
"3441","White",0,0,1,0,2012,"Male","PA"
"3442","Race unspecified",0,0,1,0,2012,"Male","CA"
"3443","Hispanic",0,0,1,0,2012,"Male","TX"
"3444","Black",0,0,1,0,2012,"Female","NY"
"3445","White",0,0,1,0,2012,"Male","CA"
"3446","White",0,0,1,0,2012,"Male","CA"
"3447","Race unspecified",0,0,1,0,2012,"Male","MO"
"3448","White",0,0,1,0,2012,"Male","CA"
"3449","White",0,0,1,0,2012,"Male","FL"
"3450","Black",0,0,1,0,2012,"Male","FL"
"3451","Race unspecified",0,0,1,0,2012,"Male","CA"
"3452","White",0,0,1,0,2012,"Male","FL"
"3453","White",0,0,1,0,2012,"Male","VA"
"3454","White",0,0,1,0,2012,"Male","WV"
"3455","White",0,0,1,0,2012,"Male","UT"
"3456","Race unspecified",0,0,1,0,2012,"Male","MI"
"3457","Race unspecified",0,0,1,0,2012,"Male","VA"
"3458","White",0,0,1,0,2012,"Female","CA"
"3459","Hispanic",0,0,1,0,2012,"Male","CA"
"3460","White",0,0,1,0,2012,"Male","NM"
"3461","Black",0,0,1,0,2012,"Male","IN"
"3462","White",0,0,1,0,2012,"Female","AZ"
"3463","Race unspecified",0,0,1,0,2012,"Male","AZ"
"3464","Race unspecified",0,0,1,0,2012,"Male","CA"
"3465","Hispanic",0,0,1,0,2012,"Male","OK"
"3466","Black",0,0,1,0,2012,"Male","WV"
"3467","Asian",0,0,1,0,2012,"Male","CA"
"3468","Hispanic",0,0,1,0,2012,"Male","NM"
"3469","White",0,0,1,0,2012,"Male","CA"
"3470","Black",0,0,1,0,2012,"Female","IL"
"3471","Black",0,0,1,0,2012,"Male","OH"
"3472","Hispanic",0,0,1,0,2012,"Male","NJ"
"3473","Race unspecified",0,0,1,0,2012,"NULL","MI"
"3474","Race unspecified",0,0,1,0,2012,"Male","PA"
"3475","White",0,0,1,0,2012,"Male","IA"
"3476","Race unspecified",0,0,1,0,2012,"Male","AZ"
"3477","Black",0,0,1,0,2012,"Male","MD"
"3478","Black",0,0,1,0,2012,"Male","MI"
"3479","White",0,0,1,0,2012,"Male","MA"
"3480","White",0,0,1,0,2012,"Male","CA"
"3481","Black",0,0,1,0,2012,"Male","TX"
"3482","Black",0,0,1,0,2012,"Male","CA"
"3483","Hispanic",0,0,1,0,2012,"Male","TX"
"3484","Hispanic",0,0,1,0,2012,"Male","TX"
"3485","Black",0,0,1,0,2012,"Male","IL"
"3486","Black",0,0,1,0,2012,"Male","GA"
"3487","Black",0,0,1,0,2012,"Male","MD"
"3488","Black",0,0,1,0,2012,"Male","DC"
"3489","Black",0,0,1,0,2012,"Male","MO"
"3490","White",0,0,1,0,2012,"Male","OH"
"3491","Race unspecified",0,0,1,0,2012,"Male","MI"
"3492","Hispanic",0,0,1,0,2012,"Male","PA"
"3493","Black",0,0,1,0,2012,"Male","TX"
"3494","White",0,0,1,0,2012,"Male","MS"
"3495","Black",0,0,1,0,2012,"Male","MD"
"3496","Black",0,0,1,0,2012,"Male","IL"
"3497","White",0,0,1,0,2012,"Male","KS"
"3498","Black",0,0,1,0,2012,"Male","PA"
"3499","White",0,0,1,0,2012,"Male","IN"
"3500","White",0,0,1,0,2012,"Male","TN"
"3501","White",0,0,1,0,2012,"Male","MO"
"3502","Black",0,0,1,0,2012,"Male","FL"
"3503","Black",0,0,1,0,2012,"Male","MO"
"3504","White",0,0,1,0,2012,"Male","OK"
"3505","White",0,0,1,0,2012,"Male","SC"
"3506","Race unspecified",0,0,1,0,2012,"Male","KY"
"3507","Black",0,0,1,0,2012,"Male","IL"
"3508","White",0,0,1,0,2012,"Male","TX"
"3509","Race unspecified",0,0,1,0,2012,"Male","CA"
"3510","Black",0,0,1,0,2012,"Male","FL"
"3511","Black",0,0,1,0,2012,"Male","TX"
"3512","Black",0,0,1,0,2012,"Male","CA"
"3513","White",0,0,1,0,2012,"Male","FL"
"3514","Race unspecified",0,0,1,0,2012,"Male","MA"
"3515","Black",0,0,1,0,2012,"Male","CA"
"3516","Black",0,0,1,0,2012,"Male","FL"
"3517","Black",0,0,1,0,2012,"Male","MD"
"3518","Black",0,0,1,0,2012,"Male","IN"
"3519","Hispanic",0,0,1,0,2012,"Female","TX"
"3520","Race unspecified",0,0,1,0,2012,"Male","TX"
"3521","Black",0,0,1,0,2012,"Male","NC"
"3522","Black",0,0,1,0,2012,"Male","MI"
"3523","Black",0,0,1,0,2012,"Male","MI"
"3524","Race unspecified",0,0,1,0,2012,"Male","MI"
"3525","Hispanic",0,0,1,0,2012,"Male","TX"
"3526","Hispanic",0,0,1,0,2012,"Male","TX"
"3527","White",0,0,1,0,2012,"Male","CA"
"3528","White",0,0,1,0,2012,"Male","OH"
"3529","Black",0,0,1,0,2012,"Male","CA"
"3530","White",0,0,1,0,2012,"Male","CA"
"3531","Race unspecified",0,0,1,0,2012,"Male","MO"
"3532","Race unspecified",0,0,1,0,2012,"Male","AZ"
"3533","Black",0,0,1,0,2012,"Male","NY"
"3534","White",0,0,1,0,2012,"Male","CA"
"3535","White",0,0,1,0,2012,"Male","NH"
"3536","Hispanic",0,0,1,0,2012,"Male","FL"
"3537","White",0,0,1,0,2012,"Male","PA"
"3538","Black",0,0,1,0,2012,"Male","NY"
"3539","White",0,0,1,0,2012,"Male","TX"
"3540","Hispanic",0,0,1,0,2012,"Male","TX"
"3541","White",0,0,1,0,2012,"Male","CA"
"3542","Black",0,0,1,0,2012,"Male","KS"
"3543","Race unspecified",0,0,1,0,2012,"Male","MD"
"3544","Black",0,0,1,0,2012,"Male","IL"
"3545","White",0,0,1,0,2012,"Male","AR"
"3546","White",0,0,1,0,2012,"Female","FL"
"3547","White",0,0,1,0,2012,"Male","ID"
"3548","White",0,0,1,0,2012,"Male","SC"
"3549","Hispanic",0,0,1,0,2012,"Male","CA"
"3550","Black",0,0,1,0,2012,"Male","AL"
"3551","White",0,0,1,0,2012,"Female","AL"
"3552","Hispanic",0,0,1,0,2012,"Male","CA"
"3553","Black",0,0,1,0,2012,"Female","MD"
"3554","White",0,0,1,0,2012,"Male","GA"
"3555","White",0,0,1,0,2012,"Male","TX"
"3556","Hispanic",0,0,1,0,2012,"Male","NH"
"3557","Black",0,0,1,0,2012,"Male","TX"
"3558","White",0,0,1,0,2012,"Male","GA"
"3559","Race unspecified",0,0,1,0,2012,"Male","AR"
"3560","NA_PI",0,0,1,0,2012,"Male","MI"
"3561","Black",0,0,1,0,2012,"Male","VA"
"3562","White",0,0,1,0,2012,"Male","OK"
"3563","White",0,0,1,0,2012,"Male","CA"
"3564","Black",0,0,1,0,2012,"Male","LA"
"3565","Black",0,0,1,0,2012,"Male","LA"
"3566","White",0,0,1,0,2012,"Male","GA"
"3567","White",0,0,1,0,2012,"Male","OK"
"3568","Race unspecified",0,0,1,0,2012,"Male","AR"
"3569","Black",0,0,1,0,2012,"Male","IL"
"3570","Black",0,0,1,0,2012,"Female","NV"
"3571","Hispanic",0,0,1,0,2012,"Male","CT"
"3572","Black",0,0,1,0,2012,"Male","NJ"
"3573","Race unspecified",0,0,1,0,2012,"Male","MS"
"3574","White",0,0,1,0,2012,"Male","CA"
"3575","Black",0,0,1,0,2012,"Male","CO"
"3576","Black",0,0,1,0,2012,"Male","FL"
"3577","Black",0,0,1,0,2012,"Male","PA"
"3578","Black",0,0,1,0,2012,"Male","GA"
"3579","White",0,0,1,0,2012,"Male","MS"
"3580","White",0,0,1,0,2012,"Male","CA"
"3581","White",0,0,1,0,2012,"Male","PA"
"3582","White",0,0,1,0,2012,"Male","AZ"
"3583","Race unspecified",0,0,1,0,2012,"Male","ID"
"3584","Hispanic",0,0,1,0,2012,"Male","CA"
"3585","Race unspecified",0,0,1,0,2012,"Male","AL"
"3586","White",0,0,1,0,2012,"Male","GA"
"3587","Race unspecified",0,0,1,0,2012,"Male","LA"
"3588","Black",0,0,1,0,2012,"Male","MS"
"3589","Race unspecified",0,0,1,0,2012,"Male","OR"
"3590","White",0,0,1,0,2012,"Male","MN"
"3591","White",0,0,1,0,2012,"Male","NJ"
"3592","Black",0,0,1,0,2012,"Male","MN"
"3593","White",0,0,1,0,2012,"Female","CA"
"3594","Black",0,0,1,0,2012,"Male","IL"
"3595","Race unspecified",0,0,1,0,2012,"Female","TX"
"3596","Race unspecified",0,0,1,0,2012,"Male","TX"
"3597","White",0,0,1,0,2012,"Male","VT"
"3598","White",0,0,1,0,2012,"Male","AL"
"3599","Black",0,0,1,0,2012,"Male","MS"
"3600","Race unspecified",0,0,1,0,2012,"Male","TX"
"3601","Race unspecified",0,0,1,0,2012,"Male","AZ"
"3602","White",0,0,1,0,2012,"Male","GA"
"3603","Black",0,0,1,0,2012,"Male","IN"
"3604","Race unspecified",0,0,1,0,2012,"Male","CA"
"3605","Hispanic",0,0,1,0,2012,"Male","NM"
"3606","Race unspecified",0,0,1,0,2012,"Female","NY"
"3607","Race unspecified",0,0,1,0,2012,"Male","CO"
"3608","Hispanic",0,0,1,0,2012,"Male","TX"
"3609","Race unspecified",0,0,1,0,2012,"Male","VA"
"3610","White",0,0,1,0,2012,"Female","VA"
"3611","Race unspecified",0,0,1,0,2012,"Male","WI"
"3612","Race unspecified",0,0,1,0,2012,"Male","AL"
"3613","Black",0,0,1,0,2012,"Male","NC"
"3614","Black",0,0,1,0,2012,"Male","GA"
"3615","Race unspecified",0,0,1,0,2012,"Male","OH"
"3616","Black",0,0,1,0,2012,"Male","CA"
"3617","Black",0,0,1,0,2012,"Male","TX"
"3618","Hispanic",0,0,1,0,2012,"Male","CA"
"3619","White",0,0,1,0,2012,"Male","TX"
"3620","White",0,0,1,0,2012,"Male","WA"
"3621","Black",0,0,1,0,2012,"Male","PA"
"3622","Black",0,0,1,0,2012,"Male","SC"
"3623","Black",0,0,1,0,2012,"Male","SC"
"3624","Black",0,0,1,0,2012,"Male","TN"
"3625","White",0,0,1,0,2012,"Male","GA"
"3626","Black",0,0,1,0,2012,"Male","FL"
"3627","Black",0,0,1,0,2012,"Male","FL"
"3628","Race unspecified",0,0,1,0,2012,"Male","AZ"
"3629","White",0,0,1,0,2012,"Male","CA"
"3630","Race unspecified",0,0,1,0,2012,"Male","CO"
"3631","Hispanic",0,0,1,0,2012,"Male","IA"
"3632","Black",0,0,1,0,2012,"Male","AL"
"3633","Hispanic",0,0,1,0,2012,"Male","CA"
"3634","Race unspecified",0,0,1,0,2012,"Male","PA"
"3635","Black",0,0,1,0,2012,"Male","NY"
"3636","Black",0,0,1,0,2012,"Male","DE"
"3637","Black",0,0,1,0,2012,"Male","LA"
"3638","White",0,0,1,0,2012,"Male","OK"
"3639","Hispanic",0,0,1,0,2012,"Male","CA"
"3640","Hispanic",0,0,1,0,2012,"Male","FL"
"3641","Black",0,0,1,0,2012,"Male","MN"
"3642","White",0,0,1,0,2012,"Male","TN"
"3643","Race unspecified",0,0,1,0,2012,"Male","IL"
"3644","Hispanic",0,0,1,0,2012,"Female","CA"
"3645","Race unspecified",0,0,1,0,2012,"Male","CA"
"3646","Black",0,0,1,0,2012,"Male","NY"
"3647","Black",0,0,1,0,2012,"Male","DC"
"3648","Black",0,0,1,0,2012,"Male","OK"
"3649","Race unspecified",0,0,1,0,2012,"Male","ID"
"3650","Black",0,0,1,0,2012,"Male","GA"
"3651","White",0,0,1,0,2012,"Male","FL"
"3652","White",0,0,1,0,2012,"Male","MI"
"3653","White",0,0,1,0,2012,"Male","CA"
"3654","White",0,0,1,0,2012,"Male","SC"
"3655","Black",0,0,1,0,2012,"Male","AL"
"3656","Black",0,0,1,0,2012,"Male","MA"
"3657","Hispanic",0,0,1,0,2012,"Male","FL"
"3658","White",0,0,1,0,2012,"Male","CA"
"3659","Black",0,0,1,0,2012,"Male","TX"
"3660","White",0,0,1,0,2012,"Male","NV"
"3661","Black",0,0,1,0,2012,"Female","PA"
"3662","Black",0,0,1,0,2012,"Male","IN"
"3663","White",0,0,1,0,2012,"Male","OH"
"3664","Black",0,0,1,0,2012,"Female","AL"
"3665","White",0,0,1,0,2012,"Male","VA"
"3666","Black",0,0,1,0,2012,"Male","MD"
"3667","Black",0,0,1,0,2012,"Male","CA"
"3668","Race unspecified",0,0,1,0,2012,"Male","CA"
"3669","White",0,0,1,0,2012,"Male","CA"
"3670","White",0,0,1,0,2012,"Male","SC"
"3671","White",0,0,1,0,2012,"Male","GA"
"3672","Asian",0,0,1,0,2012,"Male","HI"
"3673","White",0,0,1,0,2012,"Male","OH"
"3674","Black",0,0,1,0,2012,"Male","AR"
"3675","Black",0,0,1,0,2012,"Male","TX"
"3676","White",0,0,1,0,2012,"Male","FL"
"3677","White",0,0,1,0,2012,"Male","VA"
"3678","Black",0,0,1,0,2012,"Male","AL"
"3679","White",0,0,1,0,2012,"Male","KY"
"3680","Black",0,0,1,0,2012,"Male","TX"
"3681","Black",0,0,1,0,2012,"Male","TX"
"3682","White",0,0,1,0,2012,"Male","MT"
"3683","White",0,0,1,0,2012,"Male","CA"
"3684","White",0,0,1,0,2012,"Male","OK"
"3685","Race unspecified",0,0,1,0,2012,"Female","IN"
"3686","Race unspecified",0,0,1,0,2012,"Male","IN"
"3687","Black",0,0,1,0,2012,"Male","TX"
"3688","White",0,0,1,0,2012,"Male","IN"
"3689","Black",0,0,1,0,2012,"Male","FL"
"3690","Black",0,0,1,0,2012,"Male","MO"
"3691","Black",0,0,1,0,2012,"Male","TX"
"3692","White",0,0,1,0,2012,"Male","NY"
"3693","White",0,0,1,0,2012,"Male","TX"
"3694","Black",0,0,1,0,2012,"Male","CA"
"3695","Race unspecified",0,0,1,0,2012,"Female","CO"
"3696","Hispanic",0,0,1,0,2012,"Male","CO"
"3697","Black",0,0,1,0,2012,"Male","TX"
"3698","Race unspecified",0,0,1,0,2012,"Male","SC"
"3699","Black",0,0,1,0,2012,"Male","CA"
"3700","White",0,0,1,0,2012,"Male","ID"
"3701","Black",0,0,1,0,2012,"Male","MN"
"3702","Black",0,0,1,0,2012,"Male","FL"
"3703","White",0,0,1,0,2012,"Male","OR"
"3704","Hispanic",0,0,1,0,2012,"Male","CA"
"3705","White",0,0,1,0,2012,"Male","MT"
"3706","Black",0,0,1,0,2012,"Male","MD"
"3707","Black",0,0,1,0,2012,"Male","TX"
"3708","Black",0,0,1,0,2012,"Male","FL"
"3709","Race unspecified",0,0,1,0,2012,"Male","MO"
"3710","White",0,0,1,0,2012,"Male","OR"
"3711","Race unspecified",0,0,1,0,2012,"Male","PA"
"3712","White",0,0,1,0,2012,"Male","NE"
"3713","Hispanic",0,0,1,0,2012,"Male","CA"
"3714","White",0,0,1,0,2012,"Male","CA"
"3715","Hispanic",0,0,1,0,2012,"Male","FL"
"3716","White",0,0,1,0,2012,"Male","AZ"
"3717","White",0,0,1,0,2012,"Male","MA"
"3718","White",0,0,1,0,2012,"Male","TN"
"3719","White",0,0,1,0,2012,"Male","TN"
"3720","Black",0,0,1,0,2012,"Male","CA"
"3721","White",0,0,1,0,2012,"Male","TX"
"3722","Hispanic",0,0,1,0,2012,"Male","CA"
"3723","Race unspecified",0,0,1,0,2012,"Male","AZ"
"3724","Black",0,0,1,0,2012,"Male","OH"
"3725","White",0,0,1,0,2012,"Male","WA"
"3726","Hispanic",0,0,1,0,2012,"Male","FL"
"3727","White",0,0,1,0,2012,"Male","IN"
"3728","White",0,0,1,0,2012,"Male","AL"
"3729","Race unspecified",0,0,1,0,2012,"Male","DC"
"3730","White",0,0,1,0,2012,"Male","TN"
"3731","White",0,0,1,0,2012,"Male","LA"
"3732","White",0,0,1,0,2012,"Male","TX"
"3733","Black",0,0,1,0,2012,"Male","UT"
"3734","White",0,0,1,0,2012,"Male","PA"
"3735","Asian",0,0,1,0,2012,"Male","AK"
"3736","Race unspecified",0,0,1,0,2012,"Male","TX"
"3737","Race unspecified",0,0,1,0,2012,"Male","CA"
"3738","Black",0,0,1,0,2012,"Male","FL"
"3739","White",0,0,1,0,2012,"Male","TX"
"3740","White",0,0,1,0,2012,"Male","NE"
"3741","White",0,0,1,0,2012,"Male","VA"
"3742","Black",0,0,1,0,2012,"Male","FL"
"3743","White",0,0,1,0,2012,"Male","OR"
"3744","Black",0,0,1,0,2012,"Male","TN"
"3745","Race unspecified",0,0,1,0,2012,"Male","TN"
"3746","White",0,0,1,0,2012,"Male","CA"
"3747","White",0,0,1,0,2012,"Female","NY"
"3748","Hispanic",0,0,1,0,2012,"Male","IL"
"3749","Black",0,0,1,0,2012,"Male","NV"
"3750","Black",0,0,1,0,2012,"Male","MD"
"3751","Black",0,0,1,0,2012,"Male","PA"
"3752","Asian",0,0,1,0,2012,"Male","CA"
"3753","Hispanic",0,0,1,0,2012,"Male","CA"
"3754","Race unspecified",0,0,1,0,2012,"Male","PA"
"3755","Black",0,0,1,0,2012,"Female","NY"
"3756","Hispanic",0,0,1,0,2012,"Male","TX"
"3757","White",0,0,1,0,2012,"Male","TX"
"3758","White",0,0,1,0,2012,"Male","TX"
"3759","White",0,0,1,0,2012,"Male","AL"
"3760","White",0,0,1,0,2012,"Male","TX"
"3761","Hispanic",0,0,1,0,2012,"Male","CA"
"3762","Hispanic",0,0,1,0,2012,"Female","CA"
"3763","Hispanic",0,0,1,0,2012,"Female","CA"
"3764","Black",0,0,1,0,2012,"Male","GA"
"3765","White",0,0,1,0,2012,"Male","FL"
"3766","Hispanic",0,0,1,0,2012,"Male","CA"
"3767","White",0,0,1,0,2012,"Male","AZ"
"3768","White",0,0,1,0,2012,"Male","TX"
"3769","White",0,0,1,0,2012,"Male","AK"
"3770","Race unspecified",0,0,1,0,2012,"Male","CA"
"3771","White",0,0,1,0,2012,"Male","VA"
"3772","White",0,0,1,0,2012,"Male","TX"
"3773","Race unspecified",0,0,1,0,2012,"Male","CA"
"3774","Black",0,0,1,0,2012,"Male","OK"
"3775","White",0,0,1,0,2012,"Male","NM"
"3776","White",0,0,1,0,2012,"Male","CA"
"3777","White",0,0,1,0,2012,"Male","AR"
"3778","Race unspecified",0,0,1,0,2012,"Male","MI"
"3779","Black",0,0,1,0,2012,"Male","GA"
"3780","Hispanic",0,0,1,0,2012,"Male","NM"
"3781","Black",0,0,1,0,2012,"Male","MD"
"3782","White",0,0,1,0,2012,"Male","VT"
"3783","Hispanic",0,0,1,0,2012,"Male","CA"
"3784","Hispanic",0,0,1,0,2012,"Male","NY"
"3785","Race unspecified",0,0,1,0,2012,"Male","WI"
"3786","Black",0,0,1,0,2012,"Male","SC"
"3787","White",0,0,1,0,2012,"Male","CA"
"3788","White",0,0,1,0,2012,"Male","MI"
"3789","Race unspecified",0,0,1,0,2012,"Male","MI"
"3790","White",0,0,1,0,2012,"Male","KY"
"3791","White",0,0,1,0,2012,"Male","IL"
"3792","White",0,0,1,0,2012,"Male","PA"
"3793","Hispanic",0,0,1,0,2012,"Male","CA"
"3794","White",0,0,1,0,2012,"Male","ME"
"3795","Black",0,0,1,0,2012,"Male","OK"
"3796","White",0,0,1,0,2012,"Female","KY"
"3797","Black",0,0,1,0,2012,"Male","IL"
"3798","White",0,0,1,0,2012,"Male","TN"
"3799","White",0,0,1,0,2012,"Male","TN"
"3800","White",0,0,1,0,2012,"Female","OH"
"3801","Black",0,0,1,0,2012,"Male","TX"
"3802","White",0,0,1,0,2012,"Male","MS"
"3803","Other",0,0,1,0,2012,"Male","FL"
"3804","Race unspecified",0,0,1,0,2012,"Male","KY"
"3805","Race unspecified",0,0,1,0,2012,"Male","CA"
"3806","Hispanic",0,0,1,0,2012,"Male","CA"
"3807","Black",0,0,1,0,2012,"Male","PA"
"3808","Black",0,0,1,0,2012,"Male","GA"
"3809","White",0,0,1,0,2012,"Male","TX"
"3810","Black",0,0,1,0,2012,"Male","OH"
"3811","Black",0,0,1,0,2012,"Male","GA"
"3812","NA_PI",0,0,1,0,2012,"Male","TX"
"3813","Black",0,0,1,0,2012,"Male","TX"
"3814","Black",0,0,1,0,2012,"Male","GA"
"3815","Black",0,0,1,0,2012,"Male","TN"
"3816","Hispanic",0,0,1,0,2012,"Male","CA"
"3817","Hispanic",0,0,1,0,2012,"Male","CO"
"3818","White",0,0,1,0,2012,"Male","MO"
"3819","Hispanic",0,0,1,0,2012,"Male","CA"
"3820","Race unspecified",0,0,1,0,2012,"Male","OH"
"3821","Black",0,0,1,0,2012,"Male","AL"
"3822","White",0,0,1,0,2012,"Male","TX"
"3823","White",0,0,1,0,2012,"Male","FL"
"3824","Black",0,0,1,0,2012,"Male","FL"
"3825","White",0,0,1,0,2012,"Male","GA"
"3826","Black",0,0,1,0,2012,"Male","AZ"
"3827","NA_PI",0,0,1,0,2012,"Male","OK"
"3828","White",0,0,1,0,2012,"Male","NC"
"3829","Asian",0,0,1,0,2012,"Male","NY"
"3830","Black",0,0,1,0,2012,"Male","WA"
"3831","Race unspecified",0,0,1,0,2012,"Male","AL"
"3832","Race unspecified",0,0,1,0,2012,"Male","FL"
"3833","White",0,0,1,0,2012,"Male","MO"
"3834","White",0,0,1,0,2012,"Male","CA"
"3835","Hispanic",0,0,1,0,2012,"Male","KS"
"3836","Hispanic",0,0,1,0,2012,"Female","NM"
"3837","Hispanic",0,0,1,0,2012,"Male","CA"
"3838","White",0,0,1,0,2012,"Male","VA"
"3839","Black",0,0,1,0,2012,"Male","IN"
"3840","Black",0,0,1,0,2012,"Male","MI"
"3841","Race unspecified",0,0,1,0,2012,"Male","AK"
"3842","Black",0,0,1,0,2012,"Male","MD"
"3843","White",0,0,1,0,2012,"Male","CA"
"3844","Black",0,0,1,0,2012,"Male","NC"
"3845","Race unspecified",0,0,1,0,2012,"Male","CA"
"3846","Hispanic",0,0,1,0,2012,"Male","CA"
"3847","Hispanic",0,0,1,0,2012,"Male","TX"
"3848","White",0,0,1,0,2012,"Male","ND"
"3849","Black",0,0,1,0,2012,"Male","TN"
"3850","Black",0,0,1,0,2012,"Male","SC"
"3851","White",0,0,1,0,2012,"Male","MD"
"3852","White",0,0,1,0,2012,"Male","CA"
"3853","Race unspecified",0,0,1,0,2012,"Male","AZ"
"3854","Black",0,0,1,0,2012,"Male","NY"
"3855","White",0,0,1,0,2012,"Male","AZ"
"3856","Black",0,0,1,0,2012,"Male","CA"
"3857","Race unspecified",0,0,1,0,2012,"Male","SC"
"3858","White",0,0,1,0,2012,"Male","IN"
"3859","NA_PI",0,0,1,0,2012,"Male","WA"
"3860","White",0,0,1,0,2012,"Male","CA"
"3861","White",0,0,1,0,2012,"Male","MO"
"3862","Hispanic",0,0,1,0,2012,"Male","IL"
"3863","Black",0,0,1,0,2012,"Male","SC"
"3864","Race unspecified",0,0,1,0,2012,"Male","AL"
"3865","Black",0,0,1,0,2012,"Male","FL"
"3866","White",0,0,1,0,2012,"Male","FL"
"3867","White",0,0,1,0,2012,"Male","TN"
"3868","Hispanic",0,0,1,0,2012,"Male","CA"
"3869","Hispanic",0,0,1,0,2012,"Male","TX"
"3870","White",0,0,1,0,2012,"Male","OR"
"3871","Asian",0,0,1,0,2012,"Male","MT"
"3872","White",0,0,1,0,2012,"Male","WV"
"3873","Hispanic",0,0,1,0,2012,"Male","KS"
"3874","Hispanic",0,0,1,0,2012,"Female","KS"
"3875","White",0,0,1,0,2012,"Male","IA"
"3876","Hispanic",0,0,1,0,2012,"Male","TX"
"3877","White",0,0,1,0,2012,"Male","VA"
"3878","White",0,0,1,0,2012,"Male","MN"
"3879","Black",0,0,1,0,2012,"Male","IL"
"3880","White",0,0,1,0,2012,"Female","CA"
"3881","Black",0,0,1,0,2012,"Male","AR"
"3882","Race unspecified",0,0,1,0,2012,"Male","MI"
"3883","Black",0,0,1,0,2012,"Female","MI"
"3884","Hispanic",0,0,1,0,2012,"Male","TX"
"3885","White",0,0,1,0,2012,"Male","NH"
"3886","Black",0,0,1,0,2012,"Male","MO"
"3887","NA_PI",0,0,1,0,2012,"Female","KS"
"3888","Black",0,0,1,0,2012,"Male","CA"
"3889","Hispanic",0,0,1,0,2012,"Male","CA"
"3890","Hispanic",0,0,1,0,2012,"Male","FL"
"3891","Hispanic",0,0,1,0,2012,"Male","CT"
"3892","Race unspecified",0,0,1,0,2012,"Male","CA"
"3893","White",0,0,1,0,2012,"Male","OH"
"3894","Black",0,0,1,0,2012,"Male","MD"
"3895","White",0,0,1,0,2012,"Male","TX"
"3896","NA_PI",0,0,1,0,2012,"Male","TX"
